あ,02 「あざ」表示“鲜艳”,解析 「あ」由“明亮”引申出“鲜艳”之意。,▶ あざ「痣」 ②（名）：痣,解 痣很显眼。<br>例 <ruby>顔<rt>かお</rt></ruby>に<ruby>痣<rt>あざ</rt></ruby>がある。/脸上有痣。
あ,02 「あざ」表示“鲜艳”,解析 「あ」由“明亮”引申出“鲜艳”之意。,▶ あざわらう「嘲笑う」 ④（他五）：嘲笑,解 あざ→痣，わらう→笑う→笑。笑对方的痣→嘲笑。<br>例 <ruby>人<rt>ひと</rt></ruby>の<ruby>失<rt>しっ</rt></ruby><ruby>敗<rt>ぱい</rt></ruby>を<ruby>嘲<rt>あざ</rt></ruby><ruby>笑<rt>わら</rt></ruby>う。/嘲笑别人的失败。
あ,02 「あざ」表示“鲜艳”,解析 「あ」由“明亮”引申出“鲜艳”之意。,▶ あざやか「鮮やか」 ②（形动）：鲜艳的，漂亮的,解 あざ→鲜艳，やか→常见的形容动词后缀。<br>例 <ruby>鮮<rt>あざ</rt></ruby>やかな<ruby>色<rt>いろ</rt></ruby>が<ruby>好<rt>す</rt></ruby>きだ。/我喜欢鲜艳的颜色。
あ,02 「あざ」表示“鲜艳”,解析 「あ」由“明亮”引申出“鲜艳”之意。,▶ あざむく「欺く」 ③（他五）：欺骗，骗人,解 あざ→鲜艳，むく→朝向。只把鲜艳的一面朝向对方→欺骗。<br>例 <ruby>人<rt>ひと</rt></ruby>を<ruby>欺<rt>あざむ</rt></ruby>く<ruby>行<rt>こう</rt></ruby><ruby>為<rt>い</rt></ruby>は<ruby>許<rt>ゆる</rt></ruby>せない。/不允许欺骗别人。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あつい「暑い·熱い」 ②（形）：热的；烫的,例 <ruby>今<rt>こ</rt></ruby><ruby>年<rt>とし</rt></ruby>の<ruby>夏<rt>なつ</rt></ruby>は<ruby>特<rt>とく</rt></ruby>に<ruby>暑<rt>あつ</rt></ruby>い。/今年夏天特别热。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あつい「厚い」 ⓪（形）：厚的,解 穿得厚了就热。<br>例 <ruby>厚<rt>あつ</rt></ruby>い<ruby>服<rt>ふく</rt></ruby>を<ruby>着<rt>き</rt></ruby>る。/穿厚衣服。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あたたかい「暖かい·温かい」 ④（形）：温暖的；热情的,解 あたた→热→温暖。<br>例 <ruby>温<rt>あたた</rt></ruby>かいスープが<ruby>飲<rt>の</rt></ruby>みたい。/我想喝热汤。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あたたか「暖か·温か」 ③②（形动）：暖和的，温暖的,解 あたた→热→温暖，か→形容动词后缀。<br>例 <ruby>温<rt>あたた</rt></ruby>かな<ruby>家<rt>か</rt></ruby><ruby>庭<rt>てい</rt></ruby>を<ruby>持<rt>も</rt></ruby>っている。/我拥有温暖的家庭。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あたためる「暖める·温める」 ④（他一）：温暖；加热,解 あたた→热，める→他动词后缀。<br>例 このお<ruby>弁当<rt>べんとう</rt></ruby>を<ruby>温<rt>あたた</rt></ruby>めてください。/请热一下这份便当。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あたたまる「暖まる·温まる」 ④（自五）：温暖；热,解 「あたたまる」为「あたためる」的自动词。まる→自动词后缀。<br>例 お<ruby>風<rt>ふ</rt></ruby><ruby>呂<rt>ろ</rt></ruby>に<ruby>入<rt>はい</rt></ruby>って<ruby>体<rt>からだ</rt></ruby>が<ruby>暖<rt>あたた</rt></ruby>まってきた。/泡了个澡，身体暖和起来了。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あつかましい「厚かましい」 ⑤（形）：厚脸皮的，不害羞的,解 あつ→厚，かましい→形容词后缀，多用于带有消极含义的形容词。<br>例 あの<ruby>人<rt>ひと</rt></ruby>は<ruby>本当<rt>ほんとう</rt></ruby>に<ruby>厚<rt>あつ</rt></ruby>かましいね。/那个人脸皮真厚啊。
あ,03 「あ」表示“热”，以“あ＋た行假名”为代表,熟词联想 あつい「暑い」：热,▶ あぶる「炙る」 ②（他五）：烤；晒,解 あ→热，ぶる→振る→晃动，在热的地方晃动→烤，晒。<br>例 <ruby>肉<rt>にく</rt></ruby>を<ruby>火<rt>ひ</rt></ruby>で<ruby>炙<rt>あぶ</rt></ruby>る。/在火上烤肉。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あげる「上げる·挙げる·揚げる」 ⓪（他一）：向上；给，送给；举起；炸东西；完成,解 あ→向上。<br>派 本义为“向上移动”。1. 举起（举起意为使物体向上移动）；2. 给，送给（日本人很尊敬别人，认为别人在上，自己在下，所以给别人东西是使物体向上移动的过程）；3. 炸东西（食物放入油锅，会上浮到表面）；4. 完成（完成的作品会存放到高处）。<br>例 <ruby>手<rt>て</rt></ruby>を<ruby>上<rt>あ</rt></ruby>げてください。/请举手。<br><ruby>友<rt>とも</rt></ruby><ruby>達<rt>だち</rt></ruby>にプレゼントをあげる。/送给朋友礼物。<br><ruby>天<rt>てん</rt></ruby>ぷらを<ruby>揚<rt>あ</rt></ruby>げる/炸天妇罗<br><ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>を<ruby>上<rt>あ</rt></ruby>げる/完成工作
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あがる「上がる·挙がる·揚がる」 ⓪（自五）：上；升起；提高；炸好；完成,解 「あがる」为「あげる」的自动词。<br>例 <ruby>先生<rt>せんせい</rt></ruby>の<ruby>授<rt>じゅ</rt></ruby><ruby>業<rt>ぎょう</rt></ruby>を<ruby>聞<rt>き</rt></ruby>いて<ruby>成<rt>せい</rt></ruby><ruby>績<rt>せき</rt></ruby>が<ruby>上<rt>あ</rt></ruby>がった。/听了老师的课后，我的成绩提高了。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あに「兄」 ①（名）：（自己的）哥哥,解 あ→上方的，に→おにいさん，哥哥。<br>例 <ruby>兄<rt>あに</rt></ruby>は<ruby>会<rt>かい</rt></ruby><ruby>社<rt>しゃ</rt></ruby><ruby>員<rt>いん</rt></ruby>だ。/哥哥是公司职员。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あね「姉」 ⓪（名）：（自己的）姐姐,解 あ→上方的，ね→おねえさん，姐姐。<br>例 <ruby>姉<rt>あね</rt></ruby>が<ruby>二人<rt>ふたり</rt></ruby>いる。/我有两个姐姐。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あめ「雨」 ①（名）：雨,解 あ→上方的，め→み→みず→水。<br>例 <ruby>雨<rt>あめ</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>りそうだ。/看起来要下雨了。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あびる「浴びる」 ⓪（他一）：浇，淋,解 あ→上方。<br>例 <ruby>毎<rt>まい</rt></ruby><ruby>朝<rt>あさ</rt></ruby>シャワーを<ruby>浴<rt>あ</rt></ruby>びる。/我每天早上洗淋浴。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あふれる「溢れる」 ③（自一）：充满，溢出,解 あ→向上，ふ→膨胀→喷涌，れ→来（联想法）。<br>例 <ruby>鍋<rt>なべ</rt></ruby>の<ruby>中<rt>なか</rt></ruby>のスープが<ruby>溢<rt>あふ</rt></ruby>れた。/锅里的汤溢出来了。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あおぐ「仰ぐ·扇ぐ」 ②（他五）：仰望，仰视；扇动,解 あ→向上。也可以采用联想法：あお→蓝色，天空是蓝色的。<br>例 <ruby>仰<rt>あお</rt></ruby>いで<ruby>空<rt>そら</rt></ruby>を<ruby>見<rt>み</rt></ruby>る。/仰望天空。
あ,04 「あ」表示“向上移动，上，上方”,熟词联想 あげる「上げる」：举起<br>あに「兄」：哥哥，兄长,▶ あわ「泡」 ②（名）：泡，沫,解 あ→向上，わ→圆。水中冒出来的圆形水泡。<br>例 <ruby>石鹸<rt>せっけん</rt></ruby>の<ruby>泡<rt>あわ</rt></ruby>で<ruby>遊<rt>あそ</rt></ruby>ぶ。/玩肥皂泡。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あやうい「危うい」 ⓪③（形）：危险的,解 あや→哎呀。<br>例 <ruby>戦<rt>せん</rt></ruby><ruby>争<rt>そう</rt></ruby>の<ruby>地<rt>ち</rt></ruby><ruby>域<rt>いき</rt></ruby>に<ruby>行<rt>い</rt></ruby>くと<ruby>命<rt>いのち</rt></ruby>が<ruby>危<rt>あや</rt></ruby>うい。/去战地会有生命危险。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あやまち「過ち」 ③⓪④（名）：过失，错误,解 あや→哎呀，出错的时候发出的声音。まち→まちがえる→間違える，犯错。<br>例 だれでも<ruby>過<rt>あやま</rt></ruby>ちを<ruby>犯<rt>おか</rt></ruby>す。/谁都会犯错误。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あやまる「誤る」 ③（自他五）：搞错，犯错,解 あや→哎呀。<br>例 <ruby>運<rt>うん</rt></ruby><ruby>転<rt>てん</rt></ruby><ruby>手<rt>しゅ</rt></ruby>が<ruby>方<rt>ほう</rt></ruby><ruby>向<rt>こう</rt></ruby>を<ruby>誤<rt>あやま</rt></ruby>った。/司机弄错方向了。<br>拓 あやまり「誤り」：错误
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あやまる「謝る」 ③（自他五）：道歉，赔礼,解 あや→哎呀。<br>例 <ruby>先<rt>せん</rt></ruby><ruby>生<rt>せい</rt></ruby>に<ruby>謝<rt>あやま</rt></ruby>ってください。/（快）向老师道歉。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あやしい「怪しい」 ⓪③（形）：可疑的,解 あや→啊呀。<br>例 <ruby>学<rt>がっ</rt></ruby><ruby>校<rt>こう</rt></ruby><ruby>前<rt>まえ</rt></ruby>に<ruby>怪<rt>あや</rt></ruby>しい<ruby>人<rt>ひと</rt></ruby>がいる。/学校前面有个可疑的人。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あやふや ⓪（形动）：含糊不清的,解 あや→啊呀，ふや→呜呀。支支吾吾说不清→含糊不清。<br>例 あやふやな<ruby>返<rt>へん</rt></ruby><ruby>事<rt>じ</rt></ruby>をする。/含糊不清地回答。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あらい「荒い·粗い」 ⓪②（形）：凶猛的，粗暴的；粗糙的,解 あら→あや→啊呀，面对粗暴、粗糙的事物时感到惊讶。<br>例 <ruby>動<rt>どう</rt></ruby><ruby>作<rt>さ</rt></ruby>が<ruby>荒<rt>あら</rt></ruby>い。/动作粗暴。<br><ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>が<ruby>粗<rt>あら</rt></ruby>い。/工作不认真。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あらすじ「粗筋」 ⓪（名）：梗概，概要,解 あら→粗→粗糙。すじ→本义为“筋”→引申出“竖条纹”之意→梗概，情节。<br>例 <ruby>物語<rt>もの</rt></ruby>がたり の<ruby>粗<rt>あら</rt></ruby><ruby>筋<rt>すじ</rt></ruby>を<ruby>語<rt>かた</rt></ruby>る。/讲述故事的梗概。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あらす「荒らす」 ⓪（他五）：破坏，损伤；损坏,解 あら→面对粗暴事物时的感叹声，す→使，让。<br>例 <ruby>猪<rt>いのしし</rt></ruby>が<ruby>作<rt>さく</rt></ruby><ruby>物<rt>もつ</rt></ruby>を<ruby>荒<rt>あ</rt></ruby>らした。/野猪破坏了庄稼。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あらし「嵐」 ①（名）：暴风雨,解 与「<ruby>荒<rt>あ</rt></ruby>らす」同源。<br>例 <ruby>嵐<rt>あらし</rt></ruby>がようやく<ruby>静<rt>しず</rt></ruby>まった。/暴风雨终于停了。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あらそう「争う」 ③（他五）：竞争，争夺，争斗,解 あら→面对粗暴争斗时感到惊讶。<br>例 <ruby>選<rt>せん</rt></ruby><ruby>手<rt>しゅ</rt></ruby>たちは<ruby>優<rt>ゆう</rt></ruby><ruby>勝<rt>しょう</rt></ruby>を<ruby>争<rt>あらそ</rt></ruby>う。/选手们争夺冠军。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あえぐ「喘ぐ」 ②（自五）：喘，喘气；挣扎,解 あえ→人急促的喘气声。<br>例 あえぎながら<ruby>階<rt>かい</rt></ruby><ruby>段<rt>だん</rt></ruby>を<ruby>上<rt>あ</rt></ruby>がる。/喘着气爬楼梯。
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あぶない「危ない」 ⓪③（形）：危险的,解 あ→感叹词。也可以采用联想法：あぶ→啊，不好。<br>例 <ruby>危<rt>あぶ</rt></ruby>ないから<ruby>触<rt>さわ</rt></ruby>るな。/危险，别碰！
あ,05 「あ」表示感叹，代表性的有表示“大事不好”的「あや」和表示“惊叹”的「あら」,解析 人类自然发出的感叹声，如汉语的“啊”“ 哎呀”“啊呀”。<br>熟词联想 あぶない「危ない」：危险<br>あらし「嵐」：暴风雨,▶ あわれ「哀れ」 ①（形动）：悲哀的，哀伤的；可怜的,解 あわ→哀伤时自然发出的感叹声。<br>例 <ruby>世<rt>よ</rt></ruby>の<ruby>中<rt>なか</rt></ruby>に<ruby>哀<rt>あわ</rt></ruby>れな<ruby>人<rt>ひと</rt></ruby>々びと は<ruby>多<rt>おお</rt></ruby>い。/世上有许多可怜人。
あ,06 「あう」表示“两个事物聚集在一起”,熟词联想 あう「合う」：见面；遭遇,▶ あう「合う·会う·遭う」 ①（自五）：见面；遭遇；一致；正确,派 本义为“两个事物聚集到一起”。1. 见面（事物聚合→见面）；2. 遭遇（和不好的事物聚合到一起）；3. 一致（事物聚合→达成一致）；4. 正确（和标准答案一致）。<br>例 <ruby>先<rt>せん</rt></ruby><ruby>生<rt>せい</rt></ruby>と<ruby>会<rt>あ</rt></ruby>う/和老师见面<br><ruby>答<rt>こた</rt></ruby>えがあっている。/回答正确。<br><ruby>彼<rt>かれ</rt></ruby>と<ruby>俺<rt>おれ</rt></ruby>の<ruby>意<rt>い</rt></ruby><ruby>見<rt>けん</rt></ruby>がよくあう。/我们的观点很一致。<br><ruby>地<rt>じ</rt></ruby><ruby>震<rt>しん</rt></ruby>に<ruby>遭<rt>あ</rt></ruby>った。/遭遇了地震。
あ,06 「あう」表示“两个事物聚集在一起”,熟词联想 あう「合う」：见面；遭遇,▶ あいて「相手」 ③（名）：伙伴；对象；对手,解 あい→聚集到一起，て→<ruby>手<rt>て</rt></ruby>，日语中喜欢用“手”指代“人”。在一起的人→对手；伙伴。<br>例 <ruby>結<rt>けっ</rt></ruby><ruby>婚<rt>こん</rt></ruby>の<ruby>相<rt>あい</rt></ruby><ruby>手<rt>て</rt></ruby>がいない。/没有结婚的对象。
あ,06 「あう」表示“两个事物聚集在一起”,熟词联想 あう「合う」：见面；遭遇,▶ あいかわらず「相変わらず」 ⓪（副）：仍旧，照旧,解 あい→聚合→把事物放在一起比较，「ず」是「ないで」的古语，<ruby>変<rt>かわ</rt></ruby>らず＝<ruby>変<rt>かわ</rt></ruby>らない→和以前相比没变。<br>例 <ruby>奥<rt>おく</rt></ruby>さんは<ruby>相<rt>あい</rt></ruby><ruby>変<rt>か</rt></ruby>わらずお<ruby>美<rt>うつく</rt></ruby>しいですね。/夫人您还是像以前一样美丽呢。
あ,06 「あう」表示“两个事物聚集在一起”,熟词联想 あう「合う」：见面；遭遇,▶ あいにく「生憎」 ⓪（副·形动）：不凑巧（的）,解 あい→あう→会う→遇到，にく→憎い→難い→难于。难遇到→不凑巧。<br>例 <ruby>卓<rt>たっ</rt></ruby><ruby>球<rt>きゅう</rt></ruby>をしたかったのに、あいにく<ruby>相<rt>あい</rt></ruby><ruby>手<rt>て</rt></ruby>が<ruby>留<rt>る</rt></ruby><ruby>守<rt>す</rt></ruby>だった。/本来很想打乒乓球，不巧球友不在家。
あ,06 「あう」表示“两个事物聚集在一起”,熟词联想 あう「合う」：见面；遭遇,▶ あわせる「合わせる」 ③（他一）：合并，混合；核对,解 从「あう」的使役态演变而来。<br>例 <ruby>二<rt>ふた</rt></ruby>つの<ruby>組<rt>くみ</rt></ruby>を<ruby>合<rt>あ</rt></ruby>わせる。/把两个小组合并起来。
あ,07 「ある」表示“存在”,熟词联想 ある：有，存在,▶ ある「有る」 ①（自五）：有，存在,解 ある→有，存在。<br>例 <ruby>机<rt>つくえ</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>にパンがある。/桌子上有面包。
あ,07 「ある」表示“存在”,熟词联想 ある：有，存在,▶ あらゆる 」③（连体）：所有的,解 あら→ある→有，存在，ゆる→连体词后缀（连体词指连接名词的词）。有→所有的。<br>例 あらゆる<ruby>問<rt>もん</rt></ruby><ruby>題<rt>だい</rt></ruby>が<ruby>解決<rt>かい</rt></ruby>けつ された。/所有的问题都解决了。
あ,07 「ある」表示“存在”,熟词联想 ある：有，存在,▶ あらわす「表す·現す」 ③（他五）：表现；表达，表明；出现,解 派生自「ある」。存在→出现。<br>例 <ruby>感<rt>かん</rt></ruby><ruby>謝<rt>しゃ</rt></ruby>の<ruby>意<rt>い</rt></ruby>を<ruby>表<rt>あらわ</rt></ruby>す。/表示感谢。
あ,07 「ある」表示“存在”,熟词联想 ある：有，存在,▶ あらわれる「表れる·現れる」 ④（自一）：显露，表现；出现,解 「あらわす」的自动词。<br>例 <ruby>家<rt>いえ</rt></ruby>に<ruby>帰<rt>かえ</rt></ruby>ると<ruby>本性<rt>ほん</rt></ruby>しょう が<ruby>現<rt>あらわ</rt></ruby>れた。/一回到家本性就露出来了。
あ,07 「ある」表示“存在”,熟词联想 ある：有，存在,▶ ありがたい「有難い」 ④（形）：难得的；可贵的；值得感谢的,解 由「あり」和「かたい」组合而成。あり→有，かたい→困难。难有→难得。另外，「たい」音变成更适合口语发音的「とう」→ありがとう，难得→感谢。<br>例 これは<ruby>有<rt>あり</rt></ruby><ruby>難<rt>がた</rt></ruby>いチャンスだ。/这可是难得的机会。
あ,07 「ある」表示“存在”,熟词联想 ある：有，存在,▶ ありのまま ⑤⓪（名·副）：真实，事实上；实事求是,解 あり→有，存在，まま→保持原状态。存在的原状态→真实，事实上。<br>例 ありのままの<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>を<ruby>見<rt>み</rt></ruby>せる。/表现真实的自己。
あ,08 「あらた」表示“崭新；重新”,熟词联想 あらう「洗う」：洗（洗的本义是使物体看起来新）,▶ あらう「洗う」 ⓪（他五）：洗,解 あら→新。<br>例 <ruby>服<rt>ふく</rt></ruby>を<ruby>洗<rt>あら</rt></ruby>う/洗衣服
あ,08 「あらた」表示“崭新；重新”,熟词联想 あらう「洗う」：洗（洗的本义是使物体看起来新）,▶ あらた「新た」 ①（形动）：新的,解 あらた→新。<br>例 <ruby>駅<rt>えき</rt></ruby><ruby>前<rt>まえ</rt></ruby>に<ruby>新<rt>あら</rt></ruby>たな<ruby>映<rt>えい</rt></ruby><ruby>画<rt>が</rt></ruby><ruby>館<rt>かん</rt></ruby>ができた。/车站附近新开了家电影院。
あ,08 「あらた」表示“崭新；重新”,熟词联想 あらう「洗う」：洗（洗的本义是使物体看起来新）,▶ あたらしい「新しい」 ④（形）：新的；新鲜的,解 「あたら」是「あらた」调整了后两个假名的顺序变成的。<br>例 <ruby>新<rt>あたら</rt></ruby>しい<ruby>先生<rt>せん</rt></ruby>せい が<ruby>来<rt>き</rt></ruby>た。/来了一位新老师。
あ,08 「あらた」表示“崭新；重新”,熟词联想 あらう「洗う」：洗（洗的本义是使物体看起来新）,▶ あらためる「改める」 ④（他一）：改变；修正,解 あらた→新的→改变，める→他动词后缀。<br>例 ゲームのルールを<ruby>改<rt>あらた</rt></ruby>める。/改变游戏规则。
